gene_representative,product_name
195.2197.peg.514,L-glutamine kinase involved in O-methyl phosphoramidate capsule modification
195.2197.peg.1415,"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing"
195.2197.peg.21,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)"
195.2198.peg.518,hypothetical protein
195.2198.peg.1708,hypothetical protein
195.2198.peg.1223,Capsular polysaccharide export system protein KpsS
195.2198.peg.1867,Motility accessory factor
195.2198.peg.242,Broad-specificity multidrug efflux pump YkkC
195.2198.peg.361,"methyl-accepting chemotaxis protein, putative"
195.2198.peg.1866,hypothetical protein
195.2198.peg.1798,Motility accessory factor
195.2198.peg.241,Broad-specificity multidrug efflux pump YkkC
195.2198.peg.1133,putative lipoprotein
195.2198.peg.61,Arginine/ornithine antiporter ArcD
195.2198.peg.1293,Motility accessory factor
195.2198.peg.1134,putative lipoprotein
195.2198.peg.170,Dicarboxylate carrier protein
195.2198.peg.1031,Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)
195.2198.peg.1224,Capsular polysaccharide export system protein KpsS
195.2198.peg.1724,DNA topoisomerase I (EC 5.99.1.2)
195.2198.peg.1,Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)
195.2198.peg.1703,hypothetical protein
195.2198.peg.1859,Motility accessory factor
195.2199.peg.1040,hypothetical protein
195.2199.peg.1858,Motility accessory factor
195.2199.peg.1869,Motility accessory factor
195.2199.peg.1,hypothetical protein
195.2199.peg.1041,hypothetical protein
195.2199.peg.1038,hypothetical protein
195.2199.peg.1850,hypothetical protein
195.2199.peg.796,"Zinc ABC transporter, substrate-binding protein ZnuA"
195.2199.peg.1042,hypothetical protein
195.2199.peg.1391,FIG053235: Diacylglucosamine hydrolase like
195.2199.peg.1794,hypothetical protein
195.2199.peg.349,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2199.peg.1039,hypothetical protein
195.2199.peg.1855,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2199.peg.1263,hypothetical protein
195.2199.peg.1864,hypothetical protein
195.2199.peg.1783,hypothetical protein
195.2199.peg.1863,"DNA topoisomerase III, TraE-type (EC 5.99.1.2)"
195.2199.peg.1816,Epoxyqueuosine reductase (EC 1.17.99.6) QueH / hypothetical domain
195.2199.peg.459,"Type I restriction-modification system, specificity subunit S"
195.2199.peg.1264,hypothetical protein
195.2199.peg.1784,hypothetical protein
195.2200.peg.170,hypothetical protein
195.2200.peg.213,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
195.2200.peg.1628,hypothetical protein
195.2200.peg.662,Phosphoglycerate transporter protein PgtP
195.2200.peg.1627,hypothetical protein
195.2200.peg.1631,C4-dicarboxylate transporter
195.2200.peg.52,"ABC transporter, permease protein PebF (cluster 3, basic aa/glutamine/opines)"
195.2200.peg.1630,C4-dicarboxylate transporter
195.2201.peg.1744,Phage tail sheath monomer GpFI
195.2201.peg.1800,Phage tail formation protein GpI
195.2201.peg.1310,hypothetical protein
195.2201.peg.1777,Replication initiation ATPase; bacteriophage DNA transposition B protein
195.2201.peg.1716,"prophage MuSo1, F protein, putative"
195.2201.peg.1093,"Uncharacterized metal ion transporter YcsG, Mn(2+)/Fe(2+) NRAMP family"
195.2201.peg.1815,Phage DNA adenine methylase (EC 2.1.1.72)
195.2201.peg.181,hypothetical protein
195.2201.peg.1020,Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)
195.2201.peg.1840,Phage tail sheath monomer GpFI
195.2201.peg.1309,CDP-abequose synthase
195.2201.peg.1757,putative lipoprotein
195.2201.peg.1798,Phage tail formation protein GpI
195.2201.peg.1836,"bacteriophage DNA transposition protein A, putative"
195.2201.peg.1829,Endonuclease I precursor (EC 3.1.21.1)
195.2201.peg.1850,Phage tail length tape-measure protein GpT
195.2201.peg.1853,hypothetical protein
195.2201.peg.1845,"tail fiber protein H, putative"
195.2201.peg.1726,Phage major tail tube protein GpFII
195.2201.peg.1822,hypothetical protein
195.2201.peg.1833,Phage baseplate assembly protein GpJ
195.2201.peg.1821,Phage tail length tape-measure protein GpT
195.2201.peg.837,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family
195.2201.peg.1710,hypothetical protein
195.2201.peg.1720,Endonuclease I precursor (EC 3.1.21.1)
195.2201.peg.1813,Phage tail sheath monomer GpFI
195.2201.peg.750,"Oligopeptide transporter, OPT family"
195.2201.peg.1844,Phage baseplate assembly protein GpV
195.2201.peg.1832,hypothetical protein
195.2201.peg.1811,Phage DNA adenine methylase (EC 2.1.1.72)
195.2201.peg.1743,putative lipoprotein
195.2201.peg.751,oligopeptide transporter
195.2201.peg.1787,Phage DNA adenine methylase (EC 2.1.1.72)
195.2201.peg.1751,Phage baseplate assembly protein GpJ
195.2201.peg.1725,"Phage virion morphogenesis protein Mup30, F"
195.2201.peg.1092,"Uncharacterized metal ion transporter YcsG, Mn(2+)/Fe(2+) NRAMP family"
195.2201.peg.1788,Phage tail length tape-measure protein GpT
195.2201.peg.1828,hypothetical protein
195.2201.peg.632,Tricarboxylate transport protein TctB
195.2201.peg.1847,Phage tail sheath monomer GpFI
195.2201.peg.1824,Glycerate kinase (EC 2.7.1.31)
195.2201.peg.1801,Phage baseplate assembly protein GpJ
195.2201.peg.752,Integral membrane protein
195.2201.peg.1793,hypothetical protein
195.2201.peg.1666,FIG00471415: hypothetical protein
195.2201.peg.1837,hypothetical protein
195.2201.peg.1665,Putative transferase
195.2201.peg.1791,hypothetical protein
195.2201.peg.1719,Motility accessory factor
195.2201.peg.1776,"bacteriophage DNA transposition protein A, putative"
195.2201.peg.1686,hypothetical protein
195.2201.peg.1771,Glycerate kinase (EC 2.7.1.31)
195.2201.peg.538,Integral membrane protein
195.2201.peg.753,"Oligopeptide transporter, OPT family"
195.2201.peg.1838,"tail fiber protein H, putative"
195.2201.peg.1848,"bacteriophage DNA transposition protein A, putative"
195.2201.peg.1113,Tgh102
195.2201.peg.1839,Phage tail protein GpU
195.2202.peg.709,Uncharacterized membrane anchored protein HP_1479
195.2202.peg.1198,"Uncharacterized metal ion transporter YcsG, Mn(2+)/Fe(2+) NRAMP family"
195.2202.peg.99,Type III restriction-modification system methylation subunit (EC 2.1.1.72)
195.2202.peg.478,Membrane protein
195.2202.peg.627,Broad-specificity multidrug efflux pump YkkC
195.2202.peg.628,Quaternary ammonium compound-resistance protein SugE
195.2202.peg.1863,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2202.peg.834,probable integral membrane protein Cj0564 - related protein
195.2202.peg.1360,hypothetical protein
195.2202.peg.1369,Phage antirepressor protein
195.2202.peg.4,"Ferric iron ABC transporter, ATP-binding protein"
195.2202.peg.1371,Pentapeptide repeat family protein
195.2202.peg.1867,FIG00470627: hypothetical protein
195.2203.peg.1809,Phage baseplate assembly protein GpJ
195.2203.peg.1802,Replication initiation ATPase; bacteriophage DNA transposition B protein
195.2203.peg.1747,hypothetical protein
195.2203.peg.1798,hypothetical protein
195.2203.peg.1833,"Phage protein Mup29, H"
195.2203.peg.1684,hypothetical protein
195.2203.peg.1233,Ferrous iron transporter FeoB
195.2203.peg.1739,"Phage virion morphogenesis protein Mup30, F"
195.2203.peg.737,hypothetical protein
195.2203.peg.1275,Enterochelin uptake ATP-binding protein
195.2203.peg.1817,hypothetical protein
195.2203.peg.1792,Phage baseplate assembly protein GpV
195.2203.peg.1494,Selenophosphate-dependent tRNA 2-selenouridine synthase
195.2203.peg.1839,"bacteriophage DNA transposition protein A, putative"
195.2203.peg.1842,hypothetical protein
195.2203.peg.1816,Phage tail formation protein GpI
195.2203.peg.863,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
195.2203.peg.1807,phage uncharacterized protein
195.2203.peg.1785,hypothetical protein
195.2203.peg.1364,"Hemolysin, putative"
195.2203.peg.1127,hypothetical protein
195.2203.peg.1608,FIG00469983: hypothetical protein
195.2203.peg.1309,Uracil phosphoribosyltransferase (EC 2.4.2.9)
195.2203.peg.1822,Phage tail formation protein GpI
195.2203.peg.1274,Enterochelin uptake ATP-binding protein
195.2203.peg.1749,hypothetical protein
195.2203.peg.1776,"Mu-like prophage I protein, putative"
195.2203.peg.1748,hypothetical protein
195.2203.peg.1746,hypothetical protein
195.2203.peg.1768,hypothetical protein
195.2203.peg.1813,"prophage MuSo1, F protein, putative"
195.2203.peg.1823,Phage baseplate assembly protein GpJ
195.2203.peg.1801,"bacteriophage DNA transposition protein A, putative"
195.2203.peg.1609,hypothetical protein
195.2203.peg.1814,FIG00471796: hypothetical protein
195.2203.peg.1751,hypothetical protein
195.2203.peg.1610,hypothetical protein
195.2203.peg.472,Phosphoglycerate transporter protein PgtP
195.2203.peg.1554,FIG00471707: hypothetical protein
195.2203.peg.1511,hypothetical protein
195.2203.peg.1808,hypothetical protein
195.2203.peg.1803,"Phage protein Mup29, H"
195.2204.peg.1767,Methyl-accepting chemotaxis signal transduction protein
195.2204.peg.15,Uncharacterized protein YgeA of aspartate/glutamate/hydantoin racemase family
195.2204.peg.284,hypothetical protein
195.2204.peg.285,"alpha-2,3-sialyltransferase"
195.2204.peg.287,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2204.peg.421,Uncharacterized MFS-type transporter
195.2204.peg.420,Uncharacterized MFS-type transporter
195.2204.peg.1766,hypothetical protein
195.2204.peg.1768,Flagellin
195.2204.peg.1712,Two-component system sensor histidine kinase
195.2205.peg.1796,hypothetical protein
195.2205.peg.1753,hypothetical protein
195.2205.peg.1693,hypothetical protein
195.2205.peg.1738,hypothetical protein
195.2205.peg.417,RNA polymerase sigma-54 factor RpoN
195.2205.peg.1101,Methyl-accepting chemotaxis signal transduction protein
195.2205.peg.416,RNA polymerase sigma-54 factor RpoN
195.2205.peg.11,hypothetical protein
195.2205.peg.1781,Motility accessory factor
195.2206.peg.338,putative anion permease
195.2206.peg.1278,Motility accessory factor
195.2206.peg.1131,hypothetical protein
195.2206.peg.1898,hypothetical protein
195.2206.peg.1841,hypothetical protein
195.2206.peg.1738,"Minor pilin of type IV secretion complex, VirB5"
195.2206.peg.1905,hypothetical protein
195.2206.peg.1208,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2206.peg.1682,hypothetical protein
195.2206.peg.1771,Phage Rha protein
195.2206.peg.1684,hypothetical protein
195.2206.peg.919,Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)
195.2206.peg.1901,Motility accessory factor
195.2206.peg.1584,FIG00471065: hypothetical protein
195.2206.peg.899,hypothetical protein
195.2206.peg.1715,hypothetical protein
195.2206.peg.339,putative anion permease
195.2206.peg.1799,FIG00470597: hypothetical protein
195.2206.peg.1869,hypothetical protein
195.2206.peg.969,"Hemolysin, putative"
195.2206.peg.1835,hypothetical protein
195.2206.peg.632,hypothetical protein
195.2206.peg.1885,Motility accessory factor
195.2206.peg.1627,hypothetical protein
195.2207.peg.1694,C4-dicarboxylate transporter
195.2207.peg.919,"Formate dehydrogenase-O, major subunit (EC 1.2.1.2) @ selenocysteine-containing"
195.2207.peg.1695,DEDDh 3'-5' exonuclease domain of the epsilon subunit of DNA polymerase III
195.2207.peg.175,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)
195.2207.peg.1569,TrkA domain protein HP0282
195.2207.peg.1678,2-methylcitrate synthase (EC 2.3.3.5)
195.2207.peg.1592,Hydroxymethylpyrimidine kinase (EC 2.7.1.49) @ Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
195.2207.peg.1748,Flagellar hook protein FlgE
195.2207.peg.1054,Domain of unknown function (DUF332) superfamily
195.2207.peg.1622,Uncharacterized amidohydrolase HP_1481
195.2207.peg.981,GDP-L-fucose synthetase (EC 1.1.1.271)
195.2207.peg.1763,Flagellin
195.2207.peg.1750,"Beta-1,3-glucosyltransferase"
195.2207.peg.1193,TrkA domain protein HP0282
195.2207.peg.1746,Hemerythrin domain protein
195.2207.peg.1646,2-methylcitrate synthase (EC 2.3.3.5)
195.2207.peg.973,Arsenical-resistance protein ACR3
195.2207.peg.1570,Uncharacterized amidohydrolase HP_1481
195.2207.peg.944,Lactam utilization protein LamB
195.2207.peg.849,"Beta-1,3-glucosyltransferase"
195.2207.peg.1605,Inner membrane protein YihN
195.2207.peg.1762,"Beta-1,3-glucosyltransferase"
195.2207.peg.1753,Motility accessory factor
195.2207.peg.1378,Motility accessory factor
195.2208.peg.1565,hypothetical protein
195.2208.peg.1566,hypothetical protein
195.2208.peg.1415,formyl transferase domain protein
195.2209.peg.1423,hypothetical protein
195.2209.peg.1956,conserved hypothetical protein
195.2209.peg.899,hypothetical protein
195.2209.peg.1777,hypothetical protein
195.2209.peg.1495,"alpha-2,3-sialyltransferase"
195.2209.peg.1932,hypothetical protein
195.2209.peg.875,hypothetical protein
195.2209.peg.1933,IncF plasmid conjugative transfer protein TraG
195.2209.peg.1422,hypothetical protein
195.2210.peg.964,conserved hypothetical protein
195.2210.peg.409,"Alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)"
195.2210.peg.410,hypothetical protein
195.2210.peg.407,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
195.2210.peg.419,"Beta-1,3-glucosyltransferase"
195.2210.peg.1709,Motility accessory factor
195.2210.peg.413,hypothetical protein
195.2210.peg.1723,Motility accessory factor
195.2210.peg.415,Sugar-phosphate cytidylyltransferase
195.2210.peg.277,Transcriptional regulator
195.2210.peg.420,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
195.2210.peg.1667,Formyl transferase domain protein
195.2210.peg.418,Aminotransferase
195.2210.peg.412,hypothetical protein
195.2210.peg.293,"Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
195.2210.peg.417,L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)
195.2210.peg.1333,FIG00470572: hypothetical protein
195.2210.peg.280,Arsenical-resistance protein ACR3
195.2210.peg.507,Uridine diphosphate glucose pyrophosphatase (EC 3.6.1.45)
195.2210.peg.414,hypothetical protein
195.2210.peg.411,hypothetical protein
195.2210.peg.405,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
195.2210.peg.291,"Type I restriction-modification system, specificity subunit S"
195.2210.peg.292,"Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
195.2210.peg.1553,conserved hypothetical protein
195.2210.peg.508,Uridine diphosphate glucose pyrophosphatase (EC 3.6.1.45)
195.2210.peg.408,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"
195.2210.peg.416,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"
195.2210.peg.279,Arsenical-resistance protein ACR3
195.2210.peg.1331,hypothetical protein
195.2210.peg.406,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)"
195.2210.peg.1725,Motility accessory factor
195.2210.peg.92,Acetyltransferase
195.2210.peg.1694,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)"
195.2211.peg.1710,Motility accessory factor
195.2211.peg.5,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"
195.2211.peg.6,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"
195.2211.peg.50,L-glutamine kinase involved in O-methyl phosphoramidate capsule modification
195.2212.peg.1372,"ATP-dependent DNA helicase UvrD/PcrA/Rep, epsilon proteobacterial type 1"
195.2212.peg.1209,hypothetical protein
195.2212.peg.1454,"Coupling protein VirD4, ATPase required for T-DNA transfer"
195.2212.peg.1806,Flagellin
195.2212.peg.1774,Flagellar biosynthesis protein FliP
195.2212.peg.1401,"Coupling protein VirD4, ATPase required for T-DNA transfer"
195.2212.peg.1143,Excinuclease ABC subunit A
195.2212.peg.1508,Na+-driven multidrug efflux pump
195.2212.peg.1279,Argininosuccinate synthase (EC 6.3.4.5)
195.2212.peg.1751,4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
195.2212.peg.1796,Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase
195.2212.peg.1733,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
195.2212.peg.1408,"Minor pilin of type IV secretion complex, VirB5"
195.2212.peg.1342,4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
195.2212.peg.875,Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase
195.2212.peg.1547,Argininosuccinate synthase (EC 6.3.4.5)
195.2213.peg.1832,Putative integral membrane protein
195.2214.peg.1025,Capsular polysaccharide biosynthesis heptosyltransferase HddD
195.2214.peg.1026,Capsular polysaccharide biosynthesis heptosyltransferase HddD
195.2214.peg.1029,"alpha-2,3-sialyltransferase"
195.2214.peg.1775,Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
195.2214.peg.1273,"ABC transporter, ATP-binding protein (cluster 9, phospholipid)"
195.2214.peg.1027,Capsular polysaccharide biosynthesis heptosyltransferase HddD
195.2214.peg.1387,LSU ribosomal protein L4p (L1e)
195.2214.peg.1865,Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
195.2214.peg.1632,"ABC transporter, ATP-binding protein (cluster 9, phospholipid)"
195.2214.peg.1740,Ferredoxin-type protein NapG (periplasmic nitrate reductase)
195.2214.peg.1591,Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
195.2214.peg.1793,tRNA-dihydrouridine synthase DusB
195.2214.peg.1867,Motility accessory factor
195.2214.peg.1855,Motility accessory factor
195.2216.peg.1254,Auxin efflux carrier family protein
195.2216.peg.1621,hypothetical protein
195.2216.peg.1255,Auxin efflux carrier family protein
195.2217.peg.1033,Serine acetyltransferase (EC 2.3.1.30)
195.2217.peg.1039,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
