cluster,product_name
Cluster 7644,hypothetical protein
Cluster 7645,hypothetical protein
Cluster 7646,hypothetical protein
Cluster 7647,Arginyl-tRNA--protein transferase (EC 2.3.2.8)
Cluster 7648,hypothetical protein
Cluster 7649,hypothetical protein
Cluster 7650,FIG00469432: hypothetical protein
Cluster 7651,hypothetical protein
Cluster 7652,Putative periplasmic protein
Cluster 7653,hypothetical protein
Cluster 7654,FIG00470545: hypothetical protein
Cluster 7655,Hypothetical protein Cj0797c
Cluster 7656,Campylobacter invasion antigen B (CiaB)
Cluster 7657,4-carboxymuconolactone decarboxylase (EC 4.1.1.44)
Cluster 7658,FIG00973752: TolA-like membrane protein
Cluster 7659,hypothetical protein
Cluster 7660,Putative membrane protein
Cluster 7661,rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB
Cluster 7662,hypothetical protein
Cluster 7663,FIG00471554: hypothetical protein
Cluster 7664,hypothetical protein
Cluster 7665,hypothetical protein
Cluster 7666,Broad-specificity multidrug efflux pump YkkC
Cluster 7667,"Beta-1,3-glucosyltransferase"
Cluster 7668,Capsular polysaccharide biosynthesis heptosyltransferase HddD
Cluster 7669,"Ferric siderophore transport system, biopolymer transport protein ExbB"
Cluster 7670,hypothetical protein
Cluster 7671,YheO-like PAS domain
Cluster 7672,hypothetical protein
Cluster 7673,hypothetical protein
Cluster 7674,FIG00638667: hypothetical protein
Cluster 7675,hypothetical protein
Cluster 7676,hypothetical protein
Cluster 7677,FIG00471393: hypothetical protein
Cluster 7678,hypothetical protein
Cluster 7679,hypothetical protein
Cluster 7680,hypothetical protein
Cluster 7681,integral membrane protein
Cluster 7682,ATP-dependent DNA helicase RecG (EC 3.6.1.-)
Cluster 7683,hypothetical protein
Cluster 7684,hypothetical protein
Cluster 7685,hypothetical protein
Cluster 7686,hypothetical protein
Cluster 7687,Membrane protein
Cluster 7688,"LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent"
Cluster 7689,FIG00471707: hypothetical protein
Cluster 7690,hypothetical protein
Cluster 7691,"membrane protein, putative"
Cluster 7692,hypothetical protein
Cluster 7693,First ORF in transposon ISC1904
Cluster 7694,Galactoside O-acetyltransferase( EC:2.3.1.79 )
Cluster 7695,Putative membrane protein
Cluster 7696,Possible purine/pyrimidine phosphoribosyltransferase
Cluster 7697,"McrBC restriction endonuclease system, McrB subunit, putative"
Cluster 7698,FIG00470572: hypothetical protein
Cluster 7699,hypothetical protein
Cluster 7700,hypothetical protein
Cluster 7701,probable p-cresol methylhydroxylase subunit
Cluster 7702,Propionate--CoA ligase (EC 6.2.1.17) / Acetyl-coenzyme A synthetase (EC 6.2.1.1)
Cluster 7703,hypothetical protein
Cluster 7704,hypothetical protein
Cluster 7705,hypothetical protein
Cluster 7706,hypothetical protein
Cluster 7707,FIG00471048: hypothetical protein
Cluster 7708,FIG00472493: hypothetical protein
Cluster 7709,hypothetical protein
Cluster 7710,hypothetical protein
Cluster 7711,hypothetical protein
Cluster 7712,"Major pilus subunit of type IV secretion complex, VirB2"
Cluster 7713,FIG00470597: hypothetical protein
Cluster 7714,Replication initiation ATPase; bacteriophage DNA transposition B protein
Cluster 7715,Motility accessory factor
Cluster 7716,Endonuclease I precursor (EC 3.1.21.1)
Cluster 7717,Membrane protein
Cluster 7718,hypothetical protein
Cluster 7719,Hypothetical protein pVir0042
Cluster 7720,Campylobacter invasion antigen B (CiaB)
Cluster 7721,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"
Cluster 7722,putative transposase OrfB
Cluster 7723,hypothetical protein
Cluster 7724,hypothetical protein
Cluster 7725,hypothetical protein
Cluster 7726,hypothetical protein
Cluster 7727,"sodium/pantothenate symporter , putative"
Cluster 7728,hypothetical protein
Cluster 7729,membrane protein
Cluster 7730,Inner membrane protein YihN
Cluster 7731,Flagellar basal-body rod modification protein FlgD
Cluster 7732,hypothetical protein
Cluster 7733,FIG00469380: hypothetical protein
Cluster 7734,Ferrous iron transporter-associated protein FeoA
Cluster 7735,Conjugative transfer protein TrbD
Cluster 7736,Translation-disabling ACNase RloC
Cluster 7737,hypothetical protein
Cluster 7738,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)
Cluster 7739,hypothetical protein
Cluster 7740,"3'-to-5' oligoribonuclease B, Bacillus type"
Cluster 7741,hypothetical protein
Cluster 7742,Small hydrophobic protein
Cluster 7743,hypothetical protein
Cluster 7744,hypothetical protein
Cluster 7745,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)
Cluster 7746,hypothetical protein
Cluster 7747,hypothetical protein
Cluster 7748,FIG00469585: hypothetical protein
Cluster 7749,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"
Cluster 7750,Erythrocyte membrane-associated antigen
Cluster 7751,hypothetical protein
Cluster 7752,Putative aminotransferase
Cluster 7753,hypothetical protein
Cluster 7754,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7755,"Inner membrane protein of type IV secretion of T-DNA complex, VirB6"
Cluster 7756,Phosphoglycerate transporter protein
Cluster 7757,DNA primase (EC 2.7.7.-)
Cluster 7758,hypothetical protein
Cluster 7759,hypothetical protein
Cluster 7760,"Ribbon-helix-helix protein, copG family domain protein"
Cluster 7761,Phosphoglycerate transporter protein PgtP
Cluster 7762,hypothetical protein
Cluster 7763,hypothetical protein
Cluster 7764,hypothetical protein
Cluster 7765,FIG00471065: hypothetical protein
Cluster 7766,Translation elongation factor LepA
Cluster 7767,Capsular polysaccharide biosynthesis/export periplasmic protein WcbA; Capsular polysaccharide export system protein KpsC
Cluster 7768,Transcription-repair coupling factor
Cluster 7769,SrpA-related protein
Cluster 7770,hypothetical protein
Cluster 7771,hypothetical protein
Cluster 7772,L-fuconolactone hydrolase
Cluster 7773,Phage tail sheath monomer GpFI
Cluster 7774,"methyl-accepting chemotaxis protein, putative"
Cluster 7775,Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)
Cluster 7776,FIG00638667: hypothetical protein
Cluster 7777,Putative periplasmic protein
Cluster 7778,FIG00471796: hypothetical protein
Cluster 7779,hypothetical protein
Cluster 7780,hypothetical protein
Cluster 7781,hypothetical protein
Cluster 7782,hypothetical protein
Cluster 7783,FIG00471570: hypothetical protein
Cluster 7784,Putative cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)
Cluster 7785,hypothetical protein
Cluster 7786,hypothetical protein
Cluster 7787,lipopolysaccharide core biosynthesis protein LpsA
Cluster 7788,hypothetical protein
Cluster 7789,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 7790,hypothetical protein
Cluster 7791,hypothetical protein
Cluster 7792,Domain of unknown function (DUF332) superfamily
Cluster 7793,hypothetical protein
Cluster 7794,hypothetical protein
Cluster 7795,hypothetical protein
Cluster 7796,Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)
Cluster 7797,Major outer membrane protein
Cluster 7798,Flagellar cap protein FliD
Cluster 7799,hypothetical protein
Cluster 7800,Glycerate kinase (EC 2.7.1.31)
Cluster 7801,hypothetical protein
Cluster 7802,hypothetical protein
Cluster 7803,Putative periplasmic protein
Cluster 7804,"Hemolysin, putative"
Cluster 7805,hypothetical protein
Cluster 7806,hypothetical protein
Cluster 7807,hypothetical protein
Cluster 7808,"RloG protein, putative"
Cluster 7809,hypothetical protein
Cluster 7810,FIG00470160: hypothetical protein
Cluster 7811,Motility accessory factor
Cluster 7812,"host-nuclease inhibitor protein Gam, putative"
Cluster 7813,hypothetical protein
Cluster 7814,Phage tail protein GpU
Cluster 7815,Motility accessory factor
Cluster 7816,Cysteine desulfurase (EC 2.8.1.7)
Cluster 7817,Aminoglycoside N3'-acetyltransferase (EC 2.3.1.81)
Cluster 7818,L-glutamine kinase involved in O-methyl phosphoramidate capsule modification
Cluster 7819,Flagellar biosynthesis protein FliP
Cluster 7820,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7821,Putative amino acid activating enzyme (EC 6.3.2.-)
Cluster 7822,Serine transporter
Cluster 7823,hypothetical protein
Cluster 7824,hypothetical protein
Cluster 7825,hypothetical protein
Cluster 7826,hypothetical protein
Cluster 7827,"Fe2+ ABC transporter, substrate binding protein"
Cluster 7828,hypothetical protein
Cluster 7829,hypothetical protein
Cluster 7830,hypothetical protein
Cluster 7831,hypothetical protein
Cluster 7832,Glycerate kinase (EC 2.7.1.31)
Cluster 7833,hypothetical protein
Cluster 7834,hypothetical protein
Cluster 7835,hypothetical protein
Cluster 7836,Septum formation protein Maf
Cluster 7837,FIG00973752: TolA-like membrane protein
Cluster 7838,Baseplate assembly protein V
Cluster 7839,hypothetical protein
Cluster 7840,hypothetical protein
Cluster 7841,"Phage protein Mup29, H"
Cluster 7842,hypothetical protein
Cluster 7843,hypothetical protein
Cluster 7844,hypothetical protein
Cluster 7845,Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)
Cluster 7846,"Phage head, major capsid protein E"
Cluster 7847,Major antigenic peptide PEB2
Cluster 7848,"Inner membrane protein of type IV secretion of T-DNA complex, VirB6"
Cluster 7849,"DNA primase TraC, putative"
Cluster 7850,hypothetical protein
Cluster 7851,mobilization protein
Cluster 7852,FIG00638667: hypothetical protein
Cluster 7853,hypothetical protein
Cluster 7854,hypothetical protein
Cluster 7855,hypothetical protein
Cluster 7856,hypothetical protein
Cluster 7857,hypothetical protein
Cluster 7858,hypothetical protein
Cluster 7859,Bis-ABC ATPase Uup
Cluster 7860,hypothetical protein
Cluster 7861,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit (EC 1.17.99.1)
Cluster 7862,Methyl-accepting chemotaxis signal transduction protein
Cluster 7863,hypothetical protein
Cluster 7864,hypothetical protein
Cluster 7865,membrane protein
Cluster 7866,Phage tail sheath monomer GpFI
Cluster 7867,hypothetical protein
Cluster 7868,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 7869,hypothetical protein
Cluster 7870,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7871,hypothetical protein
Cluster 7872,hypothetical protein
Cluster 7873,hypothetical protein
Cluster 7874,hypothetical protein
Cluster 7875,hypothetical protein
Cluster 7876,hypothetical protein
Cluster 7877,hypothetical protein
Cluster 7878,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
Cluster 7879,Endonuclease I precursor (EC 3.1.21.1)
Cluster 7880,HIT family protein
Cluster 7881,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
Cluster 7882,hypothetical protein
Cluster 7883,hypothetical protein
Cluster 7884,hypothetical protein
Cluster 7885,hypothetical protein
Cluster 7886,Membrane protein
Cluster 7887,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)
Cluster 7888,"bacteriophage DNA transposition protein A, putative"
Cluster 7889,Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)
Cluster 7890,hypothetical protein
Cluster 7891,Motility accessory factor
Cluster 7892,hypothetical protein
Cluster 7893,FIG00469634: hypothetical protein
Cluster 7894,hypothetical protein
Cluster 7895,"Signal transduction protein CetB, mediates an energy taxis response"
Cluster 7896,hypothetical protein
Cluster 7897,Altronate dehydratase (EC 4.2.1.7)
Cluster 7898,hypothetical protein
Cluster 7899,hypothetical protein
Cluster 7900,hypothetical protein
Cluster 7901,Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)
Cluster 7902,Predicted endonuclease distantly related to archaeal Holliday junction resolvase
Cluster 7903,Signal recognition particle receptor FtsY
Cluster 7904,"Ribbon-helix-helix protein, copG family domain protein"
Cluster 7905,Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)
Cluster 7906,hypothetical protein
Cluster 7907,FIG00469624: hypothetical protein
Cluster 7908,IncF plasmid conjugative transfer protein TraG
Cluster 7909,COG2833: uncharacterized protein
Cluster 7910,Legionaminic acid biosynthesis protein PtmG
Cluster 7911,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Cluster 7912,Motility accessory factor
Cluster 7913,hypothetical protein
Cluster 7914,IncQ plasmid conjugative transfer protein TraG
Cluster 7915,hypothetical protein
Cluster 7916,hypothetical protein
Cluster 7917,Methyl-accepting chemotaxis signal transduction protein
Cluster 7918,Motility accessory factor
Cluster 7919,hypothetical protein
Cluster 7920,hypothetical protein
Cluster 7921,hypothetical protein
Cluster 7922,Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)
Cluster 7923,hypothetical protein
Cluster 7924,integral membrane protein
Cluster 7925,hypothetical protein
Cluster 7926,hypothetical protein
Cluster 7927,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Cluster 7928,"Inner membrane protein of type IV secretion of T-DNA complex, VirB6"
Cluster 7929,hypothetical protein
Cluster 7930,hypothetical protein
Cluster 7931,hypothetical protein
Cluster 7932,Putative fibronectin domain-containing lipoprotein
Cluster 7933,hypothetical protein
Cluster 7934,hypothetical protein
Cluster 7935,FIG00471516: hypothetical protein
Cluster 7936,DNA primase (EC 2.7.7.-)
Cluster 7937,Motility accessory factor
Cluster 7938,hypothetical protein
Cluster 7939,hypothetical protein
Cluster 7940,Phage baseplate assembly protein GpJ
Cluster 7941,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 7942,Motility accessory factor
Cluster 7943,hypothetical protein
Cluster 7944,hypothetical protein
Cluster 7945,Putative fibronectin domain-containing lipoprotein
Cluster 7946,Translation elongation factor LepA
Cluster 7947,hypothetical protein
Cluster 7948,Putative periplasmic protein
Cluster 7949,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
Cluster 7950,Motility accessory factor
Cluster 7951,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72) / Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
Cluster 7952,hypothetical protein
Cluster 7953,SSU ribosomal protein S11p (S14e)
Cluster 7954,"Inner membrane protein of type IV secretion of T-DNA complex, VirB6"
Cluster 7955,hypothetical protein
Cluster 7956,hypothetical protein
Cluster 7957,"phage repressor protein, putative"
Cluster 7958,"Zinc ABC transporter, substrate-binding protein ZnuA"
Cluster 7959,hypothetical protein
Cluster 7960,Protein hydE
Cluster 7961,hypothetical protein
Cluster 7962,hypothetical protein
Cluster 7963,Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
Cluster 7964,conserved hypothetical protein TIGR01671
Cluster 7965,Methyl-accepting chemotaxis signal transduction protein
Cluster 7966,hypothetical protein
Cluster 7967,hypothetical protein
Cluster 7968,Glycerate kinase (EC 2.7.1.31)
Cluster 7969,hypothetical protein
Cluster 7970,hypothetical protein
Cluster 7971,FIG00469719: hypothetical protein
Cluster 7972,hypothetical protein
Cluster 7973,Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)
Cluster 7974,hypothetical protein
Cluster 7975,hypothetical protein
Cluster 7976,Heat shock protein 60 kDa family chaperone GroEL
Cluster 7977,hypothetical protein
Cluster 7978,Glycerate kinase (EC 2.7.1.31)
Cluster 7979,hypothetical protein
Cluster 7980,FIG00387915: hypothetical protein
Cluster 7981,Cell division protein FtsZ
Cluster 7982,hypothetical protein
Cluster 7983,Putative acetyltransferase (EC 2.3.1.-)
Cluster 7984,hypothetical protein
Cluster 7985,hypothetical protein
Cluster 7986,IS605 transposase (tnpA)
Cluster 7987,Phage tail protein GpU
Cluster 7988,IncF plasmid conjugative transfer protein TraN
Cluster 7989,putative lipoprotein
Cluster 7990,Phage baseplate assembly protein GpJ
Cluster 7991,hypothetical protein
Cluster 7992,hypothetical protein
Cluster 7993,FIG00470019: hypothetical protein
Cluster 7994,hypothetical protein
Cluster 7995,hypothetical protein
Cluster 7996,hypothetical protein
Cluster 7997,hypothetical protein
Cluster 7998,FIG00469432: hypothetical protein
Cluster 7999,hypothetical protein
Cluster 8000,"C4-dicarboxylate anaerobic carrier, putative"
Cluster 8001,MscS family mechanosensitive ion channel
Cluster 8002,hypothetical protein
Cluster 8003,hypothetical protein
Cluster 8004,FIG00469797: hypothetical protein
Cluster 8005,hypothetical protein
Cluster 8006,hypothetical protein
Cluster 8007,Motility accessory factor
Cluster 8008,hypothetical protein
Cluster 8009,Probable lipoprotein Cj0818-related protein
Cluster 8010,hypothetical protein
Cluster 8011,Replication initiation ATPase; bacteriophage DNA transposition B protein
Cluster 8012,hypothetical protein
Cluster 8013,hypothetical protein
Cluster 8014,hypothetical protein
