gene_representative,pan_gene_class,product_name,frequency
562.12959.peg.4338,core,Uncharacterized periplasmic protein YbiJ_1,1965
562.12959.peg.4334,accessory,Uncharacterized periplasmic protein McbA_1,1910
562.12959.peg.2279,accessory,Uncharacterized ferredoxin-like protein YfhL_1,1907
562.12959.peg.3818,accessory,"Hemolysin E, chromosomal_1",869
562.12959.peg.4761,core,Anti-adapter protein IraP_1,1964
562.12959.peg.5436,unique,DNA polymerase III theta subunit (EC 2.7.7.7)_2,7
562.12959.peg.4951,core,Rho-specific inhibitor of transcription termination (YaeO)_1,1970
562.12960.peg.245,accessory,Antitoxin DinJ (binds YafQ toxin)_1,449
562.12960.peg.5151,unique,Phage protein_21,102
562.13502.peg.1411,unique,Outer membrane usher protein YehB_2,86
562.13502.peg.167,unique,IncF plasmid conjugative transfer pilus assembly protein TraL_1,8
562.16325.peg.4008,accessory,"Type III secretion inner membrane protein (YscS,homologous to flagellar export components)_2",630
562.16325.peg.2367,unique,IS1 protein InsB_2,13
562.19186.peg.1369,unique,Betaine/carnitine/choline transporter (BCCT) family_2,8
562.22431.peg.4570,accessory,DNA-damage-inducible protein I_4,564
562.22433.peg.4306,accessory,Replication regulatory protein repA2 (Protein copB)_3,254
562.22439.peg.5004,unique,Transposase_65,64
562.22446.peg.1855,unique,Uncharacterized inner membrane protein YnaJ_2,39
562.22448.peg.251,unique,5-methyl-dCTP pyrophosphohydrolase (EC 3.6.1.-)_2,74
562.22449.peg.3854,unique,Phenazine biosynthesis protein PhzF like_1,11
562.22449.peg.1521,unique,Uncharacterized protein YieK_2,14
562.22449.peg.3336,unique,Transposase_78,19
562.22452.peg.1768,unique,Uncharacterized lipoprotein YbjP_5,10
562.22462.peg.4586,accessory,Phage holin/antiholin component S_4,1748
562.22463.peg.2495,unique,FIG033266: Phage DNA binding protein_3,18
562.22463.peg.4202,accessory,IncF plasmid conjugative transfer protein TrbE_3,1204
562.22464.peg.4301,unique,Putative uncharacterized protein YtfA_3,143
562.22470.peg.2855,unique,Antitoxin Rem_2,36
562.22477.peg.4285,unique,T6SS component Hcp / alpha/beta hydrolase domain_4,159
562.22501.peg.4459,unique,Transposase InsD for insertion element IS2_13,26
562.22507.peg.4825,unique,Mobile element protein_227,21
562.22508.peg.5037,unique,Plasmid SOS inhibition protein PsiB_4,19
562.22510.peg.2778,unique,LysR family transcriptional regulator YahB_1,6
562.22521.peg.1091,unique,FIG033266: Phage DNA binding protein_4,20
562.22538.peg.3973,unique,Fimbria adhesin EcpD_5,10
562.22547.peg.3133,unique,Mobile element protein_268,14
562.22568.peg.2222,unique,Phage ea22 protein_62,6
562.22612.peg.4771,unique,Antigen 43_18,16
562.22677.peg.1620,unique,Uncharacterized protein YihF_5,5
562.22684.peg.250,unique,UPF0756 membrane protein YeaL_1,7
562.22687.peg.4454,unique,Transposase_178,6
562.22697.peg.984,unique,"Transcriptional regulator STM2281, LysR family_2",12
562.22697.peg.3565,unique,Uncharacterized protein YjeN_1,10
562.22710.peg.4998,unique,Phage activator protein cII_18,10
562.22841.peg.4889,core,Bdm protein_2,1955
562.22865.peg.4814,unique,Phage activator protein cII_29,6
562.22903.peg.1375,accessory,Uncharacterized outer membrane protein YpjA_13,185
562.22916.peg.3803,unique,"PTS system, trehalose-specific IIB component (EC 2.7.1.201) / PTS system, trehalose-specific IIC component_4",6
562.22930.peg.4430,unique,"Phage tail fiber, side tail fiber protein Stf_179",20
562.23014.peg.4777,unique,Transposase InsL for insertion sequence element IS186_7,14
562.23200.peg.980,accessory,Phage transcriptional regulator cro_25,651
562.23477.peg.2262,unique,Co-activator of prophage gene expression IbrB_21,8
562.23857.peg.4778,unique,Uncharacterized protein YfdN_7,11
562.28434.peg.2497,unique,"Phage tail, component Z_23",7
562.28839.peg.302,unique,"Uncharacterized protein, YdfR family_32",13
562.37108.peg.23,unique,Mobile element protein_944,7
562.42659.peg.5352,unique,IncF plasmid conjugative transfer protein TraD_38,5
562.42721.peg.5027,unique,core protein_43,9
562.42739.peg.3072,unique,Putative phosphoethanolamine transferase YjgX_38,13
562.42757.peg.5396,unique,core protein_54,5
562.42763.peg.4652,unique,Mobile element protein_1153,8
562.45399.peg.5091,unique,IncQ plasmid conjugative transfer protein TraG_8,14
562.7652.peg.1782,unique,"Phage tail fiber, tail fiber assembly protein Tfa_50",51
562.7656.peg.5056,unique,Mobile element protein_1440,35
562.7696.peg.4705,unique,Phage activator protein cII_66,6
562.7706.peg.5423,unique,"Phage head, portal protein B_148",8
562.7777.peg.5167,unique,"Phage head, head-DNA stabilization protein D_36",5
562.12959.peg.5478,accessory,Programmed cell death antitoxin PemI_1,755
562.12959.peg.592,accessory,Uncharacterized protein YrdB_1,1788
562.12959.peg.3933,core,Multiple stress resistance protein BhsA_1,1969
562.12959.peg.2459,core,"Phosphotransferase system, phosphocarrier protein HPr_1",1970
562.12959.peg.104,accessory,UPF0386 protein YjhX_1,889
562.12959.peg.1446,core,LSU ribosomal protein L27p_1,1970
562.12960.peg.1125,core,Biofilm regulator BssS_1,1969
562.12960.peg.3317,unique,General secretion pathway protein M_2,5
562.13502.peg.3381,unique,"IS, phage, Tn; Transposon-related functions_2",147
562.13502.peg.3447,unique,Membrane protein insertion efficiency factor YidD_1,64
562.17359.peg.4976,accessory,Mobile element protein_68,263
562.17620.peg.5008,accessory,Replication protein_2,225
562.19186.peg.3465,accessory,Acyl carrier protein_2,443
562.22428.peg.4596,unique,Programmed cell death antitoxin PemI_2,15
562.22429.peg.2585,unique,Transposase_47,17
562.22430.peg.4628,accessory,EutN-like protein clustered with choline trimethylamine-lyase_1,212
562.22435.peg.4691,accessory,Uncharacterized protein YrdB_3,178
562.22436.peg.4890,unique,COG4584: Transposase and inactivated derivatives_2,14
562.22437.peg.5001,unique,"IS, phage, Tn; Transposon-related functions_10",111
562.22449.peg.4675,unique,Resolvase_10,40
562.22452.peg.5101,unique,"IS, phage, Tn; Transposon-related functions_13",57
562.22454.peg.1090,unique,L-rhamnonate transporter (predicted by genome context)_5,16
562.22464.peg.4678,unique,Putative transposase InsK for insertion sequence element IS150_17,79
562.22482.peg.2468,unique,Uncharacterized protein YgeF_4,21
562.22482.peg.4772,unique,Putative SOS response-associated peptidase YedK_2,26
562.22487.peg.320,unique,RfbJ protein_2,25
562.22492.peg.4669,unique,"PTS system, IIA component_11",5
562.22493.peg.2062,unique,VgrG protein_32,9
562.22494.peg.888,unique,Conserved ATP-binding protein YghS_3,14
562.22509.peg.2077,unique,Carbon starvation induced protein CsiD_2,5
562.22520.peg.849,unique,putative transcriptional activator_2,8
562.22522.peg.1758,unique,Deubiquitinating protease ElaD_6,9
562.22547.peg.2775,unique,Membrane-bound lytic murein transglycosylase A_4,15
562.22553.peg.4730,unique,DNA gyrase inhibitory protein_5,8
562.22555.peg.4345,unique,Alkanesulfonate ABC transporter ATP-binding protein SsuB_2,22
562.22584.peg.3973,unique,Dienelactone hydrolase and related enzymes_7,27
562.22653.peg.3796,unique,Phage DNA invertase_21,9
562.22675.peg.2697,unique,Transposase InsN for insertion sequence element IS911_8,5
562.22706.peg.3034,unique,"Multidrug resistance transporter, Bcr/CflA family_6",10
562.22719.peg.364,unique,"DNA-binding transcriptional activator DecR, AsnC family_4",6
562.22847.peg.3963,unique,"PTS system, galactitol-specific IIC component_10",8
562.22890.peg.3720,unique,"Transcriptional regulator, GntR family_8",16
562.22935.peg.4844,unique,"Phage baseplate assembly protein Mup45, Q_9",18
562.23083.peg.4801,unique,"Secreted protein, suppressor for copper-sensitivity ScsC_3",12
562.23260.peg.3812,unique,D-mannonate oxidoreductase (EC 1.1.1.57)_13,9
562.23634.peg.5100,unique,Putative aminotransferase_5,7
562.23692.peg.5133,accessory,Putative phosphoethanolamine transferase YjgX_32,210
562.23814.peg.5518,unique,Phage protein_488,9
562.23825.peg.5115,unique,"Phage tail tip, assembly protein K_20",47
562.31460.peg.2306,unique,"H repeat-associated protein, YhhI family_107",5
562.37106.peg.19,unique,Insertion element IS600 (Shigella sonnei) transposase_13,9
562.37106.peg.4494,accessory,Mobile element protein_936,231
562.42634.peg.5100,unique,Mobile element protein_946,22
562.42635.peg.5457,unique,"Phage terminase, large subunit Mup28, E_16",17
562.42635.peg.5476,unique,Phage tape measure protein Mup42_39,16
562.42637.peg.5117,unique,Mobile element protein_958,65
562.42640.peg.5103,unique,Phage tail fiber protein_50,7
562.42644.peg.5257,unique,Antigen 43_84,7
562.42650.peg.5284,unique,"Phage head, major capsid protein E_30",7
562.42651.peg.5390,unique,Putative transposase InsK for insertion sequence element IS150_59,109
562.42666.peg.5262,unique,Transposase InsI for insertion sequence element IS30_18,6
562.42697.peg.5469,unique,core protein_39,5
562.42757.peg.5400,unique,Protein RhsB_59,6
562.42757.peg.4789,unique,IncI1 plasmid conjugative transfer pilus-tip adhesin protein PilV_24,18
562.42764.peg.4705,unique,Mobile element protein_1155,6
562.42775.peg.4723,unique,core protein_66,8
562.7567.peg.5729,unique,Phage portal protein_18,16
562.7623.peg.443,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_68",11
562.7626.peg.828,unique,Putative NAGC-like transcriptional regulator_10,5
562.7687.peg.5198,unique,Phage lysozyme R (EC 3.2.1.17)_82,10
562.7727.peg.2665,unique,Phage tail fiber protein_165,6
562.7749.peg.4531,unique,Fimbriae usher protein StfC_34,11
562.12959.peg.623,core,SSU ribosomal protein S17p (S11e)_1,1970
562.12959.peg.3186,core,Uncharacterized protein YoaF_1,1964
562.12959.peg.2629,core,YfaE: ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance_1,1969
562.12959.peg.2850,accessory,YoeB toxin protein_1,1654
562.12959.peg.3805,core,UPF0410 protein YmgE_1,1967
562.12960.peg.2799,unique,Hydrogenase-4 component F_1,8
562.12960.peg.1472,accessory,Regulatory protein Cro of bacteriophage BP-933W_1,244
562.16327.peg.5221,accessory,Replication protein_1,268
562.17359.peg.4004,unique,Ferric enterobactin uptake protein FepE_3,29
562.17621.peg.2122,accessory,Phage protein Ogr_5,488
562.19186.peg.2227,unique,"Transcriptional regulator, AraC family_23",12
562.19633.peg.5699,unique,RelB protein (antitoxin to RelE)_1,8
562.22443.peg.1156,unique,"PTS system, N,N'-diacetylchitobiose-specific IIB component (EC 2.7.1.196)_2",5
562.22452.peg.4660,unique,Phage excisionase_6,128
562.22460.peg.1038,unique,UPF0758 protein YicR_4,5
562.22460.peg.4569,unique,Mobile element protein_180,22
562.22476.peg.4736,unique,Mobile element protein_195,8
562.22478.peg.168,unique,UPF0153 protein YeiW_3,15
562.22485.peg.5338,unique,Phage endopeptidase Rz_15,7
562.22494.peg.882,unique,"Permease, YjgP/YjgQ family_4",12
562.22501.peg.4920,unique,Phage repressor protein cI_28,5
562.22509.peg.677,unique,"ABC transporter, permease protein YejE_3",6
562.22524.peg.4803,unique,Mobile element protein_242,15
562.22529.peg.4445,unique,"Macrolide resistance, MFS efflux pump => Mef(B)_1",23
562.22545.peg.4991,unique,Antirestriction protein klcA_4,86
562.22570.peg.4995,unique,"Uncharacterized protein, YdfR family_13",8
562.22606.peg.968,unique,"Tagatose-1,6-bisphosphate aldolase GatY (EC 4.1.2.40)_3",5
562.22663.peg.4923,unique,Phage baseplate assembly protein_3,14
562.22667.peg.4922,unique,IS1 protein InsA_3,25
562.22674.peg.4776,accessory,Putative regulatory protein_10,180
562.22682.peg.1623,unique,"Conserved protein YghT, with nucleoside triphosphate hydrolase domain_2",7
562.22725.peg.625,unique,"PTS system, cellobiose-specific IIC component_8",12
562.22767.peg.4140,unique,Phage holin_16,14
562.22775.peg.1114,unique,Uncharacterized sugar kinase YggC_2,12
562.22776.peg.259,unique,Diguanylate cyclase (EC 2.7.7.65) => DgcP_7,6
562.22826.peg.1899,unique,"IS, phage, Tn; Transposon-related functions_29",53
562.22831.peg.5164,unique,Phage protein_313,7
562.22862.peg.2607,unique,Weak-acid-inducible locus InaA_3,7
562.22923.peg.4006,unique,Low affinity tryptophan permease_6,5
562.22936.peg.581,unique,Uncharacterized protein YfaQ_5,6
562.22936.peg.220,core,UPF0410 protein YeaQ_1,1963
562.23012.peg.3683,unique,Phage tail sheath monomer GpFI_30,5
562.23049.peg.3474,unique,Lipid A palmitoyltransferase PagP (EC 2.3.1.251)_8,5
562.23100.peg.3227,accessory,Inner membrane protein YmgF_2,1786
562.23125.peg.5018,unique,"Serine recombinase, PinQ/PinR-type_6",8
562.23320.peg.3620,unique,Uncharacterized protein YahG_16,7
562.23477.peg.4520,unique,Uncharacterized protein YbcN_3,14
562.23635.peg.4964,unique,IncF plasmid conjugative transfer DNA-nicking and unwinding protein TraI_55,5
562.28846.peg.4755,accessory,Uncharacterized protein YeeT_7,1391
562.28999.peg.4773,unique,Uncharacterized protein YhaC_11,5
562.31449.peg.5114,unique,Mobile element protein_876,6
562.31458.peg.61,unique,Translation elongation factor Tu_7,143
562.31462.peg.4,unique,Translation elongation factor Tu_8,17
562.31462.peg.4597,unique,Glutamate decarboxylase (EC 4.1.1.15)_15,5
562.31463.peg.4735,unique,Mobile element protein_901,16
562.31463.peg.254,unique,Mobile element protein_903,16
562.31463.peg.24,unique,Translation elongation factor Tu_12,14
562.31464.peg.23,unique,Protein RhsB_31,5
562.31464.peg.22,unique,Mobile element protein_907,13
562.31464.peg.1592,unique,IS1 protein InsB_40,21
562.37108.peg.20,unique,VgrG protein_155,7
562.42634.peg.5102,unique,Mobile element protein_947,63
562.42635.peg.5485,unique,Phage tail formation protein GpD_43,15
562.42635.peg.5487,unique,"Phage tail tip, assembly protein L_28",15
562.42635.peg.5484,unique,"Phage protein Mup47, W_25",17
562.42635.peg.5445,unique,"Phage terminase, large subunit Mup28, E_17",16
562.42635.peg.5461,unique,Phage transposase_11,7
562.42635.peg.5464,unique,Phage transposase_12,7
562.42635.peg.5490,unique,Phage tail fiber protein_42,8
562.42635.peg.5471,unique,Mobile element protein_951,17
562.42635.peg.5447,unique,"Phage protein Mup16, GemA_11",16
562.42635.peg.5503,unique,"Phage virion morphogenesis protein Mup31, G_11",16
562.42635.peg.5453,unique,"Phage virion morphogenesis protein Mup30, F_14",14
562.42635.peg.5491,unique,"Phage tail tip, host specificity protein J_121",14
562.42635.peg.5458,unique,Phage tail sheath monomer GpFI_51,17
562.42635.peg.5502,unique,"Phage terminase, large subunit Mup28, E_18",17
562.42635.peg.5498,unique,"Phage tail tip, assembly protein K_22",18
562.42635.peg.5486,unique,putative phage-related lipoprotein_7,16
562.42635.peg.5452,unique,Phage protein_542,24
562.42635.peg.5495,unique,"Phage tail tip, host specificity protein J_122",15
562.42635.peg.5467,unique,Phage protein_543,15
562.42637.peg.5121,unique,Mobile element protein_957,58
562.42639.peg.5220,unique,IncF plasmid conjugative transfer pilus assembly protein TraU_21,9
562.42641.peg.4693,unique,Glutamate decarboxylase (EC 4.1.1.15)_21,13
562.42644.peg.5259,unique,Glutamate decarboxylase (EC 4.1.1.15)_23,26
562.42646.peg.5530,unique,Adenine-specific methyltransferase (EC 2.1.1.72)_13,8
562.42650.peg.5264,unique,Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)_99,14
562.42650.peg.5213,unique,"Phage protein Mup29, H_19",5
562.42650.peg.5285,unique,Phage tail fiber protein GpH_212,6
562.42652.peg.5486,unique,Phage tail fiber protein_58,11
562.42658.peg.3987,unique,Plasmid SOS inhibition protein PsiB_15,11
562.42659.peg.5354,unique,IncF plasmid conjugative transfer protein TraD_37,5
562.42660.peg.5448,unique,Uncharacterized protein YeeP_27,23
562.42661.peg.5361,unique,Phage tail protein U_7,8
562.42663.peg.5323,unique,Mobile element protein_1005,26
562.42666.peg.5094,unique,Aspartate ammonia-lyase (EC 4.3.1.1)_8,10
562.42667.peg.5601,unique,Aerobactin siderophore receptor IutA @ TonB-dependent siderophore receptor_12,11
562.42667.peg.5597,unique,Aerobactin siderophore receptor IutA @ TonB-dependent siderophore receptor_15,11
562.42668.peg.5164,unique,core protein_33,9
562.42689.peg.5491,unique,"Phage tail fiber, side tail fiber protein Stf_384",6
562.42705.peg.4177,unique,Peptide deformylase (EC 3.5.1.88)_8,5
562.42710.peg.3248,unique,Phage tail fiber protein_82,20
562.42718.peg.5453,unique,Orf52 protein_1,12
562.42728.peg.4646,unique,putative inner membrane protein_2,5
562.42759.peg.4834,unique,Mobile element protein_1149,71
562.42765.peg.5303,unique,Phage tail length tape-measure protein GpT_75,20
562.42765.peg.5304,unique,Phage tail formation protein GpD_57,22
562.42836.peg.4971,unique,"Phage head, head-DNA stabilization protein D_25",6
562.42863.peg.5305,unique,COG3210: Large exoproteins involved in heme utilization or adhesion_91,12
562.42870.peg.5037,unique,Phage lysozyme R (EC 3.2.1.17)_73,5
562.7571.peg.3500,unique,Virulence factor MviM_7,23
562.7576.peg.5100,unique,Mobile element protein_1373,6
562.7652.peg.4740,unique,Transposase_587,6
562.7661.peg.2720,unique,Putative chaperone protein_4,5
562.7663.peg.5212,unique,Phage recombination protein Bet_28,7
562.7673.peg.3455,unique,UPF0386 protein YjhX_15,5
562.7684.peg.456,accessory,Hydroxyaromatic non-oxidative decarboxylase protein D (EC 4.1.1.-)_2,517
562.7696.peg.4719,unique,"Phage tail tip, assembly protein M_20",9
562.7698.peg.5276,unique,"Phage tail fiber, side tail fiber protein Stf_552",67
562.7702.peg.1576,core,Uncharacterized protein YmjA_6,1958
562.12959.peg.1911,accessory,Uncharacterized protein YqgD_1,1892
562.12959.peg.948,core,Glutaredoxin 3 (Grx3)_1,1970
562.12959.peg.3608,core,Protein YciN_1,1967
562.12959.peg.2849,accessory,YefM protein (antitoxin to YoeB)_1,1661
562.12959.peg.247,accessory,Programmed cell death antitoxin ChpS_1,750
562.12960.peg.1698,accessory,Excisionase_1,653
562.12960.peg.5396,unique,DNA polymerase III theta subunit (EC 2.7.7.7)_3,110
562.12961.peg.164,unique,RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)_2,6
